player,goals,xG,shots,assists,xA,key_passes,time,position,h_a,yellow_card,red_card,match_id,league,date_of_match,season
Josip Ilicic,0,0,0,1,0.10539012402296066,2,58,AMC,a,0,0,16758,Serie A,2021-08-21,2021-2022
Luis Muriel,1,0.14497658610343933,2,0,0,0,57,FW,a,0,0,16758,Serie A,2021-08-21,2021-2022
Roberto Piccoli,1,0.6057978868484497,1,0,0,0,6,Sub,a,0,0,16758,Serie A,2021-08-21,2021-2022
Aleksey Miranchuk,0,0,0,0,0.06687474250793457,1,32,Sub,a,0,0,16758,Serie A,2021-08-21,2021-2022
Matteo Lovato,0,0,0,0,0,0,6,Sub,a,0,0,16758,Serie A,2021-08-21,2021-2022
Giuseppe Pezzella,0,0,0,0,0,0,13,Sub,a,0,0,16758,Serie A,2021-08-21,2021-2022
Sam Lammers,0,0,0,0,0,0,33,Sub,a,0,0,16758,Serie A,2021-08-21,2021-2022
Samir Handanovic,0,0,0,0,0,0,90,GK,h,0,0,16757,Serie A,2021-08-21,2021-2022
Alessandro Bastoni,0,0,0,0,0.09725461900234222,1,87,DC,h,0,0,16757,Serie A,2021-08-21,2021-2022
Stefan de Vrij,0,0.09725461900234222,1,0,0,0,90,DC,h,0,0,16757,Serie A,2021-08-21,2021-2022
Milan Skriniar,1,0.15680576860904694,2,0,0,0,90,DC,h,0,0,16757,Serie A,2021-08-21,2021-2022
Matteo Darmian,0,0,0,0,0.1299043446779251,1,90,DMR,h,0,0,16757,Serie A,2021-08-21,2021-2022
Ivan Perisic,0,0.1006847470998764,1,0,0,0,72,DML,h,0,0,16757,Serie A,2021-08-21,2021-2022
Nicolò Barella,0,0.06101418659090996,1,1,0.5782868266105652,2,80,MC,h,0,0,16757,Serie A,2021-08-21,2021-2022
Hakan Calhanoglu,1,0.02941622398793697,1,1,0.3639615774154663,5,80,MC,h,0,0,16757,Serie A,2021-08-21,2021-2022
Marcelo Brozovic,0,0.1379074603319168,3,0,0.05611525475978851,1,90,MC,h,0,0,16757,Serie A,2021-08-21,2021-2022
Stefano Sensi,0,0.03417299687862396,1,0,0.06101418659090996,1,72,AMC,h,0,0,16757,Serie A,2021-08-21,2021-2022
Edin Dzeko,1,0.9619274735450744,4,1,0.02941622398793697,1,90,FW,h,0,0,16757,Serie A,2021-08-21,2021-2022
Denzel Dumfries,0,0,0,0,0,0,3,Sub,h,0,0,16757,Serie A,2021-08-21,2021-2022
Arturo Vidal,1,0.54411381483078,1,1,0.3143949508666992,1,18,Sub,h,0,0,16757,Serie A,2021-08-21,2021-2022
Matías Vecino,0,0,0,0,0,0,10,Sub,h,1,0,16757,Serie A,2021-08-21,2021-2022
Federico Dimarco,0,0.08377010375261307,1,0,0.4615129232406616,1,18,Sub,h,0,0,16757,Serie A,2021-08-21,2021-2022
Martín Satriano,0,0,0,0,0,0,10,Sub,h,0,0,16757,Serie A,2021-08-21,2021-2022
Salvatore Sirigu,0,0,0,0,0,0,90,GK,a,0,0,16757,Serie A,2021-08-21,2021-2022
Davide Biraschi,0,0,0,0,0,0,49,DC,a,0,0,16757,Serie A,2021-08-21,2021-2022
Domenico Criscito,0,0,0,0,0.01218564994633197,1,90,DC,a,1,0,16757,Serie A,2021-08-21,2021-2022
Zinho Vanheusden,0,0.05263881012797355,2,0,0,0,90,DC,a,0,0,16757,Serie A,2021-08-21,2021-2022
Stefano Sturaro,0,0,0,0,0,0,74,MR,a,1,0,16757,Serie A,2021-08-21,2021-2022
Milan Badelj,0,0,0,0,0.4634719789028168,3,90,MC,a,0,0,16757,Serie A,2021-08-21,2021-2022
Nicolo Rovella,0,0.08238645642995834,2,0,0.10283906012773514,1,90,MC,a,0,0,16757,Serie A,2021-08-21,2021-2022
Andrea Cambiaso,0,0,0,0,0,0,49,ML,a,0,0,16757,Serie A,2021-08-21,2021-2022
Hernani,0,0,0,0,0,0,49,AMC,a,0,0,16757,Serie A,2021-08-21,2021-2022
Goran Pandev,0,0.08982077986001968,1,0,0.2204418182373047,3,90,FW,a,0,0,16757,Serie A,2021-08-21,2021-2022
Yayah Kallon,0,0.5218892693519592,3,0,0,0,57,FW,a,0,0,16757,Serie A,2021-08-21,2021-2022
Stefano Sabelli,0,0.10156706720590591,1,0,0,0,41,Sub,a,0,0,16757,Serie A,2021-08-21,2021-2022
Flavio Junior Bianchi,0,0.11887475103139876,2,0,0.06561237573623657,1,41,Sub,a,0,0,16757,Serie A,2021-08-21,2021-2022
Andrea Favilli,0,0,0,0,0,0,33,Sub,a,0,0,16757,Serie A,2021-08-21,2021-2022
Laurens Serpe,0,0,0,0,0,0,41,Sub,a,0,0,16757,Serie A,2021-08-21,2021-2022
Filippo Melegoni,0,0,0,0,0.03242546692490578,1,16,Sub,a,0,0,16757,Serie A,2021-08-21,2021-2022
Ivor Pandur,0,0,0,0,0,0,90,GK,h,0,0,16756,Serie A,2021-08-21,2021-2022
Koray Günter,0,0,0,0,0,0,90,DC,h,0,0,16756,Serie A,2021-08-21,2021-2022
Federico Ceccherini,0,0,0,0,0,0,59,DC,h,0,0,16756,Serie A,2021-08-21,2021-2022
Pawel Dawidowicz,0,0.2749103605747223,1,0,0.01834195107221603,1,90,DC,h,0,0,16756,Serie A,2021-08-21,2021-2022
Nicolò Casale,0,0,0,0,0.1456851363182068,1,78,DMR,h,0,0,16756,Serie A,2021-08-21,2021-2022
Darko Lazovic,0,0.0790541023015976,2,1,0.12641125917434692,3,90,DML,h,0,0,16756,Serie A,2021-08-21,2021-2022
Miguel Veloso,0,0.01898844540119171,1,0,0.04583656415343284,2,45,MC,h,0,1,16756,Serie A,2021-08-21,2021-2022
Martin Hongla,0,0.0176394060254097,1,0,0.01898844540119171,1,59,MC,h,0,0,16756,Serie A,2021-08-21,2021-2022
Antonin Barak,0,0.12972654402256012,3,0,0,0,77,AMC,h,0,0,16756,Serie A,2021-08-21,2021-2022
Mattia Zaccagni,2,1.001829743385315,4,0,0.985974133014679,3,90,AMC,h,0,0,16756,Serie A,2021-08-21,2021-2022
Nikola Kalinic,0,0.6288005709648132,1,0,0,0,50,FW,h,0,0,16756,Serie A,2021-08-21,2021-2022
Giangiacomo Magnani,0,0.08226315677165985,1,0,0,0,12,Sub,h,0,0,16756,Serie A,2021-08-21,2021-2022
Adrien Tameze,0,0,0,0,0,0,31,Sub,h,0,0,16756,Serie A,2021-08-21,2021-2022
Ivan Ilic,0,0,0,0,0,0,13,Sub,h,0,0,16756,Serie A,2021-08-21,2021-2022
Samuel Di Carmine,0,0.01834195107221603,1,0,0,0,31,Sub,h,1,0,16756,Serie A,2021-08-21,2021-2022
Matteo Cancellieri,0,0,0,0,0.03371208161115646,1,40,Sub,h,0,0,16756,Serie A,2021-08-21,2021-2022
Andrea Consigli,0,0,0,0,0,0,90,GK,a,0,0,16756,Serie A,2021-08-21,2021-2022
Jeremy Toljan,0,0,0,0,0,0,90,DR,a,0,0,16756,Serie A,2021-08-21,2021-2022
Gianmarco Ferrari,0,0,0,0,0,0,90,DC,a,0,0,16756,Serie A,2021-08-21,2021-2022
Vlad Chiriches,0,0.03097664378583431,1,0,0,0,90,DC,a,0,0,16756,Serie A,2021-08-21,2021-2022
Rogerio,0,0,0,0,0.03097664378583431,1,90,DL,a,0,0,16756,Serie A,2021-08-21,2021-2022
Maxime Lopez,0,0,0,0,0.05617551505565643,2,90,DMC,a,1,0,16756,Serie A,2021-08-21,2021-2022
Davide Frattesi,0,0.3474208116531372,4,0,0.15130330622196198,1,88,DMC,a,0,0,16756,Serie A,2021-08-21,2021-2022
Filip Djuricic,1,0.7097072005271912,4,1,0.3942188024520874,2,88,AMR,a,1,0,16756,Serie A,2021-08-21,2021-2022
Giacomo Raspadori,1,0.4531055688858032,3,0,0.06014982610940933,2,71,AMC,a,0,0,16756,Serie A,2021-08-21,2021-2022
Jeremie Boga,0,0.0799892246723175,3,1,0.05876656249165535,1,90,AML,a,0,0,16756,Serie A,2021-08-21,2021-2022
Francesco Caputo,0,0.18760444223880768,2,1,0.5969834327697754,3,90,FW,a,0,0,16756,Serie A,2021-08-21,2021-2022
Gregoire Defrel,0,0,0,0,0,0,2,Sub,a,0,0,16756,Serie A,2021-08-21,2021-2022
Kaan Ayhan,0,0,0,0,0,0,1,Sub,a,0,0,16756,Serie A,2021-08-21,2021-2022
Gianluca Scamacca,0,0,0,0,0,0,1,Sub,a,0,0,16756,Serie A,2021-08-21,2021-2022
Hamed Junior Traore,1,0.05876656249165535,1,0,0.0849064514040947,1,19,Sub,a,0,0,16756,Serie A,2021-08-21,2021-2022
Francesco Magnanelli,0,0,0,0,0,0,2,Sub,a,0,0,16756,Serie A,2021-08-21,2021-2022
Robert Sánchez,0,0,0,0,0,0,90,GK,h,0,0,16391,EPL,2021-08-21,2021-2022
Lewis Dunk,0,0,0,0,0,0,90,DC,h,0,0,16391,EPL,2021-08-21,2021-2022
Adam Webster,0,0,0,0,0,0,90,DC,h,1,0,16391,EPL,2021-08-21,2021-2022
Shane Duffy,1,0.1337432861328125,3,0,0,0,90,DC,h,1,0,16391,EPL,2021-08-21,2021-2022
Pascal Groß,0,0,0,1,0.16243240237236023,4,90,DMR,h,0,0,16391,EPL,2021-08-21,2021-2022
Solly March,0,0.04836083576083183,1,0,0.02416390739381313,1,90,DML,h,1,0,16391,EPL,2021-08-21,2021-2022
Yves Bissouma,0,0.03510786965489387,1,1,0.3277704119682312,1,90,MC,h,0,0,16391,EPL,2021-08-21,2021-2022
Adam Lallana,0,0,0,0,0,0,82,MC,h,0,0,16391,EPL,2021-08-21,2021-2022
Alexis Mac Allister,0,0.6038995981216431,3,0,0.11079800873994829,3,90,AMC,h,0,0,16391,EPL,2021-08-21,2021-2022
Leandro Trossard,0,0.05672371760010719,2,0,0,0,74,AMC,h,0,0,16391,EPL,2021-08-21,2021-2022
Neal Maupay,1,0.3277704119682312,1,0,0.03510786965489387,1,48,FW,h,0,0,16391,EPL,2021-08-21,2021-2022
Aaron Connolly,0,0.5629963278770447,1,0,0,0,42,Sub,h,0,0,16391,EPL,2021-08-21,2021-2022
Jakub Moder,0,0,0,0,0,0,8,Sub,h,0,0,16391,EPL,2021-08-21,2021-2022
Enock Mwepu,0,0.03440256789326668,1,0,0,0,16,Sub,h,1,0,16391,EPL,2021-08-21,2021-2022
Daniel Bachmann,0,0,0,0,0,0,90,GK,a,0,0,16391,EPL,2021-08-21,2021-2022
Craig Cathcart,0,0,0,0,0,0,67,DR,a,0,0,16391,EPL,2021-08-21,2021-2022
William Troost-Ekong,0,0,0,0,0,0,90,DC,a,0,0,16391,EPL,2021-08-21,2021-2022
Christian Kabasele,0,0,0,0,0,0,90,DC,a,0,0,16391,EPL,2021-08-21,2021-2022
Adam Masina,0,0,0,0,0.0198096577078104,1,90,DL,a,0,0,16391,EPL,2021-08-21,2021-2022
Oghenekaro Etebo,0,0.01034651789814233,1,0,0,0,90,DMC,a,0,0,16391,EPL,2021-08-21,2021-2022
Ismaila Sarr,0,0.04337209463119507,2,0,0.14403848350048065,2,90,MR,a,0,0,16391,EPL,2021-08-21,2021-2022
Imran Louza,0,0,0,0,0.02356243506073951,1,48,MC,a,0,0,16391,EPL,2021-08-21,2021-2022
Tom Cleverley,0,0.1556374430656433,2,0,0,0,90,MC,a,0,0,16391,EPL,2021-08-21,2021-2022
Ken Sema,0,0.04104992374777794,1,0,0.0526488833129406,1,80,ML,a,0,0,16391,EPL,2021-08-21,2021-2022
Emmanuel Dennis,0,0.03317096456885338,1,0,0.03506515920162201,1,90,FW,a,0,0,16391,EPL,2021-08-21,2021-2022
Troy Deeney,0,0.10941658914089204,2,0,0.03317096456885338,1,10,Sub,a,0,0,16391,EPL,2021-08-21,2021-2022
Juan Camilo Hernández,0,0.01423062197864055,1,0,0,0,42,Sub,a,0,0,16391,EPL,2021-08-21,2021-2022
Joshua King,0,0,0,0,0.09892857074737547,3,23,Sub,a,0,0,16391,EPL,2021-08-21,2021-2022
Illan Meslier,0,0,0,0,0,0,90,GK,h,0,0,16390,EPL,2021-08-21,2021-2022
Luke Ayling,0,0.02340729907155037,1,0,0.01040200982242822,1,90,DC,h,0,0,16390,EPL,2021-08-21,2021-2022
Liam Cooper,0,0.02535104379057884,1,1,0.03599993512034416,1,90,DC,h,1,0,16390,EPL,2021-08-21,2021-2022
Pascal Struijk,0,0.01150282565504312,1,0,0.01720193959772586,1,90,DC,h,0,0,16390,EPL,2021-08-21,2021-2022
Kalvin Phillips,0,0.01992418617010116,1,0,0.090700164437294,2,90,MC,h,0,0,16390,EPL,2021-08-21,2021-2022
Stuart Dallas,0,0,0,0,0.06575489044189453,2,90,MC,h,0,0,16390,EPL,2021-08-21,2021-2022
Júnior Firpo,0,0,0,0,0,0,66,MC,h,0,0,16390,EPL,2021-08-21,2021-2022
Raphinha,1,0.17608767747879028,6,0,0.02535104379057884,1,90,AMR,h,0,0,16390,EPL,2021-08-21,2021-2022
Mateusz Klich,1,0.39469850063323975,3,0,0.07499629259109497,3,66,AMC,h,0,0,16390,EPL,2021-08-21,2021-2022
Jack Harrison,0,0.01525678113102912,1,0,0.15599702298641205,1,90,AML,h,0,0,16390,EPL,2021-08-21,2021-2022
Patrick Bamford,0,0.30224499106407166,3,1,0.3638721108436585,1,90,FW,h,1,0,16390,EPL,2021-08-21,2021-2022
Jamie Shackleton,0,0,0,0,0,0,24,Sub,h,0,0,16390,EPL,2021-08-21,2021-2022
Tyler Roberts,0,0,0,0,0,0,24,Sub,h,0,0,16390,EPL,2021-08-21,2021-2022
Jordan Pickford,0,0,0,0,0,0,90,GK,a,0,0,16390,EPL,2021-08-21,2021-2022
Seamus Coleman,0,0.01627475954592228,1,0,0.10961569845676422,1,90,DR,a,1,0,16390,EPL,2021-08-21,2021-2022
Yerry Mina,0,0,0,0,0,0,90,DC,a,1,0,16390,EPL,2021-08-21,2021-2022
Michael Keane,0,0.02276045456528663,1,0,0,0,90,DC,a,0,0,16390,EPL,2021-08-21,2021-2022
Lucas Digne,0,0,0,0,0.09734588116407394,3,90,DL,a,1,0,16390,EPL,2021-08-21,2021-2022
Alex Iwobi,0,0.09071596711874008,1,0,0.4365473985671997,2,81,MR,a,0,0,16390,EPL,2021-08-21,2021-2022
Abdoulaye Doucouré,0,0.04854852706193924,3,1,0.0928705707192421,1,90,MC,a,1,0,16390,EPL,2021-08-21,2021-2022
Allan,0,0,0,0,0.06155974790453911,2,90,MC,a,0,0,16390,EPL,2021-08-21,2021-2022
Demarai Gray,1,0.0928705707192421,1,0,0.12360762059688568,1,89,ML,a,0,0,16390,EPL,2021-08-21,2021-2022
Richarlison,0,0.24576087296009064,5,0,0.04956398904323578,3,90,AMC,a,0,0,16390,EPL,2021-08-21,2021-2022
Dominic Calvert-Lewin,1,1.3213238716125488,4,0,0.1069907248020172,2,90,FW,a,0,0,16390,EPL,2021-08-21,2021-2022
Fabian Delph,0,0,0,0,0,0,1,Sub,a,0,0,16390,EPL,2021-08-21,2021-2022
Moise Kean,0,0,0,0,0,0,1,Sub,a,0,0,16390,EPL,2021-08-21,2021-2022
Andros Townsend,0,0.01887747272849083,1,0,0,0,9,Sub,a,0,0,16390,EPL,2021-08-21,2021-2022
Vicente Guaita,0,0,0,0,0,0,90,GK,h,0,0,16389,EPL,2021-08-21,2021-2022
Joel Ward,0,0.01494890637695789,1,0,0.11084682494401932,1,90,DR,h,1,0,16389,EPL,2021-08-21,2021-2022
Joachim Andersen,0,0.06185245513916015,1,0,0,0,90,DC,h,1,0,16389,EPL,2021-08-21,2021-2022
Marc Guehi,0,0,0,0,0,0,90,DC,h,0,0,16389,EPL,2021-08-21,2021-2022
Tyrick Mitchell,0,0,0,0,0,0,90,DL,h,0,0,16389,EPL,2021-08-21,2021-2022
Cheikhou Kouyaté,0,0,0,0,0,0,90,MC,h,0,0,16389,EPL,2021-08-21,2021-2022
Conor Gallagher,0,0.322656512260437,2,0,0.06185245513916015,1,90,MC,h,0,0,16389,EPL,2021-08-21,2021-2022
James McArthur,0,0.04397447034716606,1,0,0,0,90,MC,h,0,0,16389,EPL,2021-08-21,2021-2022
Wilfried Zaha,0,0,0,0,0.32171115279197693,2,90,FWR,h,0,0,16389,EPL,2021-08-21,2021-2022
Christian Benteke,0,0.11084682494401932,1,0,0.05203369632363319,1,90,FW,h,1,0,16389,EPL,2021-08-21,2021-2022
Jeffrey Schlupp,0,0,0,0,0.04491981863975525,1,71,FWL,h,0,0,16389,EPL,2021-08-21,2021-2022
Jordan Ayew,0,0.05203369632363319,1,0,0,0,19,Sub,h,0,0,16389,EPL,2021-08-21,2021-2022
David Raya,0,0,0,0,0,0,90,GK,a,0,0,16389,EPL,2021-08-21,2021-2022
Pontus Jansson,0,0,0,0,0.01760377734899521,1,90,DC,a,0,0,16389,EPL,2021-08-21,2021-2022
Ethan Pinnock,0,0.00952623039484024,1,0,0,0,90,DC,a,0,0,16389,EPL,2021-08-21,2021-2022
Kristoffer Ajer,0,0.1017376258969307,1,0,0,0,90,DC,a,0,0,16389,EPL,2021-08-21,2021-2022
Sergi Canos,0,0,0,0,0.11126385629177094,2,90,DMR,a,0,0,16389,EPL,2021-08-21,2021-2022
Rico Henry,0,0,0,0,0.17026734352111816,2,90,DML,a,0,0,16389,EPL,2021-08-21,2021-2022
Vitaly Janelt,0,0.05213172361254692,2,0,0.04497484862804413,2,90,MC,a,0,0,16389,EPL,2021-08-21,2021-2022
Frank Onyeka,0,0.06638526171445847,2,0,0.0335344560444355,1,73,MC,a,0,0,16389,EPL,2021-08-21,2021-2022
Christian Nørgaard,0,0,0,0,0,0,90,MC,a,1,0,16389,EPL,2021-08-21,2021-2022
Ivan Toney,0,0.32600662112236023,5,0,0,0,90,FW,a,0,0,16389,EPL,2021-08-21,2021-2022
Bryan Mbeumo,0,0.1585439890623093,3,0,0.2360602617263794,3,80,FW,a,0,0,16389,EPL,2021-08-21,2021-2022
Saman Ghoddos,0,0,0,0,0,0,17,Sub,a,0,0,16389,EPL,2021-08-21,2021-2022
Mads Bidstrup,0,0,0,0,0,0,1,Sub,a,0,0,16389,EPL,2021-08-21,2021-2022
Yoane Wissa,0,0,0,0,0,0,10,Sub,a,0,0,16389,EPL,2021-08-21,2021-2022
Emiliano Martinez,0,0,0,0,0,0,90,GK,h,1,0,16388,EPL,2021-08-21,2021-2022
Matthew Cash,0,0.05894284322857857,1,0,0,0,90,DR,h,0,0,16388,EPL,2021-08-21,2021-2022
Tyrone Mings,0,0.13452298939228058,1,1,0.08797865360975266,1,90,DC,h,0,0,16388,EPL,2021-08-21,2021-2022
Ezri Konsa Ngoyo,0,0,0,0,0.13452298939228058,1,90,DC,h,0,0,16388,EPL,2021-08-21,2021-2022
Ashley Young,0,0,0,0,0,0,90,DL,h,0,0,16388,EPL,2021-08-21,2021-2022
Douglas Luiz,0,0.01995700784027576,1,0,0,0,90,MC,h,1,0,16388,EPL,2021-08-21,2021-2022
Jacob Ramsey,0,0.0198003388941288,1,0,0,0,90,MC,h,0,0,16388,EPL,2021-08-21,2021-2022
John McGinn,0,0.02169208973646164,1,0,0.08019733428955078,3,90,MC,h,0,0,16388,EPL,2021-08-21,2021-2022
Emiliano Buendía,0,0,0,0,0.06144943833351135,3,90,FWR,h,1,0,16388,EPL,2021-08-21,2021-2022
Danny Ings,1,0.11541613191366196,2,0,0,0,90,FW,h,0,0,16388,EPL,2021-08-21,2021-2022
Anwar El Ghazi,1,0.8139287233352661,3,0,0,0,90,FWL,h,0,0,16388,EPL,2021-08-21,2021-2022
Wesley,0,0,0,0,0,0,1,Sub,h,0,0,16388,EPL,2021-08-21,2021-2022
Jaden Philogene-Bidace,0,0,0,0,0,0,1,Sub,h,0,0,16388,EPL,2021-08-21,2021-2022
Axel Tuanzebe,0,0,0,0,0,0,1,Sub,h,0,0,16388,EPL,2021-08-21,2021-2022
Freddie Woodman,0,0,0,0,0,0,90,GK,a,0,0,16388,EPL,2021-08-21,2021-2022
Jacob Murphy,0,0,0,0,0,0,90,DR,a,1,0,16388,EPL,2021-08-21,2021-2022
Federico Fernández,0,0.05471514537930488,1,0,0.2842389643192291,1,82,DC,a,0,0,16388,EPL,2021-08-21,2021-2022
Fabian Schär,0,0,0,0,0,0,90,DC,a,1,0,16388,EPL,2021-08-21,2021-2022
Jamaal Lascelles,0,0.02048686891794204,1,0,0,0,90,DC,a,0,0,16388,EPL,2021-08-21,2021-2022
Matt Ritchie,0,0.0292538795620203,1,0,0.21314069628715515,5,90,DL,a,0,0,16388,EPL,2021-08-21,2021-2022
Isaac Hayden,0,0,0,0,0,0,50,MC,a,1,0,16388,EPL,2021-08-21,2021-2022
Miguel Almirón,0,0,0,0,0.09130296856164932,1,90,MC,a,0,0,16388,EPL,2021-08-21,2021-2022
Joe Willock,0,0,0,0,0.01369383372366428,1,90,MC,a,0,0,16388,EPL,2021-08-21,2021-2022
Allan Saint-Maximin,0,0.01369383372366428,1,0,0,0,90,FW,a,0,0,16388,EPL,2021-08-21,2021-2022
Callum Wilson,0,0.37258580327034,3,0,0.0292538795620203,1,90,FW,a,1,0,16388,EPL,2021-08-21,2021-2022
Joelinton,0,0.04959184676408768,1,0,0,0,8,Sub,a,0,0,16388,EPL,2021-08-21,2021-2022
Sean Longstaff,0,0,0,0,0,0,40,Sub,a,0,0,16388,EPL,2021-08-21,2021-2022
Ryan Fraser,0,0.09130296856164932,1,0,0,0,1,Sub,a,0,0,16388,EPL,2021-08-21,2021-2022
Ederson,0,0,0,0,0,0,90,GK,h,0,0,16387,EPL,2021-08-21,2021-2022
Kyle Walker,0,0.0185893215239048,1,0,0,0,90,DR,h,0,0,16387,EPL,2021-08-21,2021-2022
Rúben Dias,0,0,0,1,0.5536287426948547,2,90,DC,h,0,0,16387,EPL,2021-08-21,2021-2022
Aymeric Laporte,1,0.16305215656757355,2,0,0,0,90,DC,h,0,0,16387,EPL,2021-08-21,2021-2022
João Cancelo,0,0.02854956313967704,1,0,0,0,90,DL,h,0,0,16387,EPL,2021-08-21,2021-2022
Ilkay Gündogan,0,0,0,0,0.09676818549633026,2,70,MC,h,1,0,16387,EPL,2021-08-21,2021-2022
Bernardo Silva,0,0.03858072310686111,1,0,0,0,90,MC,h,0,0,16387,EPL,2021-08-21,2021-2022
Rodri,0,0.03849229961633682,2,0,0.10014300048351288,2,90,MC,h,0,0,16387,EPL,2021-08-21,2021-2022
Gabriel Jesus,0,0.07871851325035095,1,2,1.3193001747131348,3,90,FWR,h,0,0,16387,EPL,2021-08-21,2021-2022
Ferrán Torres,0,0.1689968705177307,3,0,0,0,62,FW,h,0,0,16387,EPL,2021-08-21,2021-2022
Jack Grealish,1,0.5988782048225403,1,0,0.03945387899875641,1,76,FWL,h,0,0,16387,EPL,2021-08-21,2021-2022
Riyad Mahrez,1,0.5713855624198914,2,0,0.03367152065038681,1,14,Sub,h,0,0,16387,EPL,2021-08-21,2021-2022
Raheem Sterling,1,0.7355042099952698,2,0,0,0,28,Sub,h,0,0,16387,EPL,2021-08-21,2021-2022
Cole Palmer,0,0,0,0,0,0,20,Sub,h,0,0,16387,EPL,2021-08-21,2021-2022
Tim Krul,0,0,0,0,0,0,90,GK,a,0,0,16387,EPL,2021-08-21,2021-2022
Max Aarons,0,0,0,0,0,0,90,DR,a,0,0,16387,EPL,2021-08-21,2021-2022
Ben Gibson,0,0,0,0,0,0,90,DC,a,0,0,16387,EPL,2021-08-21,2021-2022
Grant Hanley,0,0,0,0,0,0,90,DC,a,0,0,16387,EPL,2021-08-21,2021-2022
Dimitris Giannoulis,0,0,0,0,0,0,47,DL,a,0,0,16387,EPL,2021-08-21,2021-2022
Pierre Lees-Melou,0,0,0,0,0,0,90,MC,a,0,0,16387,EPL,2021-08-21,2021-2022
Lukas Rupp,0,0,0,0,0,0,47,MC,a,0,0,16387,EPL,2021-08-21,2021-2022
Billy Gilmour,0,0,0,0,0,0,90,MC,a,0,0,16387,EPL,2021-08-21,2021-2022
Todd Cantwell,0,0,0,0,0,0,90,FWR,a,0,0,16387,EPL,2021-08-21,2021-2022
Teemu Pukki,0,0,0,0,0,0,78,FW,a,0,0,16387,EPL,2021-08-21,2021-2022
Milot Rashica,0,0.02500882185995578,1,0,0,0,90,FWL,a,0,0,16387,EPL,2021-08-21,2021-2022
Joshua Sargent,0,0,0,0,0,0,12,Sub,a,0,0,16387,EPL,2021-08-21,2021-2022
Bali Mumba,0,0,0,0,0,0,43,Sub,a,0,0,16387,EPL,2021-08-21,2021-2022
Kenny McLean,0,0,0,0,0,0,43,Sub,a,0,0,16387,EPL,2021-08-21,2021-2022
Alisson,0,0,0,0,0,0,90,GK,h,0,0,16386,EPL,2021-08-21,2021-2022
Trent Alexander-Arnold,0,0.04983004927635193,1,1,1.058872103691101,7,90,DR,h,0,0,16386,EPL,2021-08-21,2021-2022
Joel Matip,0,0.18820300698280337,3,0,0,0,90,DC,h,0,0,16386,EPL,2021-08-21,2021-2022
Virgil van Dijk,0,0.17865127325057983,3,0,0.13450637459754944,1,90,DC,h,0,0,16386,EPL,2021-08-21,2021-2022
Konstantinos Tsimikas,0,0,0,1,0.3992407023906708,4,90,DL,h,0,0,16386,EPL,2021-08-21,2021-2022
Naby Keita,0,0.02079495787620544,1,0,0,0,83,MC,h,0,0,16386,EPL,2021-08-21,2021-2022
Jordan Henderson,0,0.00787362270057201,1,0,0.05284685268998146,1,90,MC,h,0,0,16386,EPL,2021-08-21,2021-2022
Harvey Elliott,0,0.16649162769317627,2,0,0.2504730820655823,3,90,MC,h,0,0,16386,EPL,2021-08-21,2021-2022
Mohamed Salah,0,0.3506585657596588,5,0,0.11151669174432756,2,90,FWR,h,0,0,16386,EPL,2021-08-21,2021-2022
Diogo Jota,1,0.4050074815750122,3,0,0.23551978170871735,2,83,FW,h,0,0,16386,EPL,2021-08-21,2021-2022
Sadio Mané,1,1.1513721942901611,6,0,0.19317615032196045,2,90,FWL,h,0,0,16386,EPL,2021-08-21,2021-2022
Roberto Firmino,0,0.088371172547340393,1,0,0.03308118879795074,1,7,Sub,h,0,0,16386,EPL,2021-08-21,2021-2022
Thiago Alcántara,0,0.03308118879795074,1,0,0,0,7,Sub,h,0,0,16386,EPL,2021-08-21,2021-2022
Joseph Gomez,0,0,0,0,0,0,1,Sub,h,0,0,16386,EPL,2021-08-21,2021-2022
Nick Pope,0,0,0,0,0,0,90,GK,a,0,0,16386,EPL,2021-08-21,2021-2022
Matthew Lowton,0,0,0,0,0.02450541406869888,1,90,DR,a,0,0,16386,EPL,2021-08-21,2021-2022
Ben Mee,0,0.07356458157300949,1,0,0,0,90,DC,a,0,0,16386,EPL,2021-08-21,2021-2022
James Tarkowski,0,0.05499351397156715,2,0,0,0,90,DC,a,0,0,16386,EPL,2021-08-21,2021-2022
Charlie Taylor,0,0,0,0,0,0,90,DL,a,0,0,16386,EPL,2021-08-21,2021-2022
Johann Berg Gudmundsson,0,0,0,0,0.03048809990286827,1,81,MR,a,0,0,16386,EPL,2021-08-21,2021-2022
Josh Brownhill,0,0,0,0,0.07356458157300949,1,90,MC,a,0,0,16386,EPL,2021-08-21,2021-2022
Jack Cork,0,0.01950816251337528,1,0,0,0,90,MC,a,0,0,16386,EPL,2021-08-21,2021-2022
Dwight McNeil,0,0.06339838355779648,2,0,0.0701984390616417,1,90,ML,a,0,0,16386,EPL,2021-08-21,2021-2022
Chris Wood,0,0.0701984390616417,1,0,0,0,77,FW,a,0,0,16386,EPL,2021-08-21,2021-2022
Ashley Barnes,0,0.3167576789855957,1,0,0.1554417610168457,3,90,FW,a,0,0,16386,EPL,2021-08-21,2021-2022
Erik Pieters,0,0,0,0,0,0,9,Sub,a,0,0,16386,EPL,2021-08-21,2021-2022
Jay Rodriguez,0,0.09204337000846864,1,0,0.3167576789855957,1,13,Sub,a,0,0,16386,EPL,2021-08-21,2021-2022
