player,goals,xG,shots,assists,xA,key_passes,time,position,h_a,yellow_card,red_card,match_id,league,date_of_match,season
David Pereira Da Costa,0,0.02178208343684673,1,0,0.0637083649635315,1,3,Sub,h,0,0,17882,Ligue 1,2021-09-22,2021-2022
Arnaud Kalimuendo Muinga,0,0,0,0,0.05679626762866974,1,16,Sub,h,1,0,17882,Ligue 1,2021-09-22,2021-2022
Deiver Machado,0,0,0,0,0.04262701794505119,1,3,Sub,h,0,0,17882,Ligue 1,2021-09-22,2021-2022
Florian Sotoca,0,0.09050066769123076,2,0,0,0,16,Sub,h,0,0,17882,Ligue 1,2021-09-22,2021-2022
Matz Sels,0,0,0,0,0,0,90,GK,a,0,0,17882,Ligue 1,2021-09-22,2021-2022
Frederic Guilbert,0,0,0,0,0.19891130924224856,2,90,DR,a,0,0,17882,Ligue 1,2021-09-22,2021-2022
Alexander Djiku,0,0.21961437165737152,2,0,0,0,90,DC,a,1,0,17882,Ligue 1,2021-09-22,2021-2022
Maxime Le Marchand,0,0,0,0,0,0,90,DC,a,1,0,17882,Ligue 1,2021-09-22,2021-2022
Gerzino Nyamsi,0,0,0,0,0,0,90,DC,a,0,0,17882,Ligue 1,2021-09-22,2021-2022
Anthony Caci,0,0,0,1,0.8459782004356384,3,90,DL,a,0,0,17882,Ligue 1,2021-09-22,2021-2022
Jean Eudes Aholou,0,0,0,0,0,0,82,MC,a,0,0,17882,Ligue 1,2021-09-22,2021-2022
Sanjin Prcic,0,0,0,0,0,0,90,MC,a,0,0,17882,Ligue 1,2021-09-22,2021-2022
Kevin Gameiro,0,0,0,0,0.05048008263111114,1,90,MC,a,0,0,17882,Ligue 1,2021-09-22,2021-2022
Ludovic Ajorque,1,0.756242573261261,2,0,0,0,90,FW,a,0,0,17882,Ligue 1,2021-09-22,2021-2022
Habib Diallo,0,0.119512639939785,2,0,0,0,75,FW,a,1,0,17882,Ligue 1,2021-09-22,2021-2022
Adrien Thomasson,0,0,0,0,0,0,15,Sub,a,0,0,17882,Ligue 1,2021-09-22,2021-2022
Ibrahima Sissoko,0,0,0,0,0,0,8,Sub,a,0,0,17882,Ligue 1,2021-09-22,2021-2022
Lucas Perrin,0,0,0,0,0,0,1,Sub,a,0,0,17882,Ligue 1,2021-09-22,2021-2022
Diego López,0,0,0,0,0,0,90,GK,h,0,0,17193,La liga,2021-09-22,2021-2022
Óscar Gil,0,0,0,0,0,0,90,DR,h,0,0,17193,La liga,2021-09-22,2021-2022
Sergi Gómez,0,0,0,0,0.06496228277683258,1,90,DC,h,0,0,17193,La liga,2021-09-22,2021-2022
Leandro Cabrera,0,0.11425773054361343,1,0,0,0,90,DC,h,0,0,17193,La liga,2021-09-22,2021-2022
Adrià Pedrosa,0,0,0,0,0,0,90,DL,h,0,0,17193,La liga,2021-09-22,2021-2022
Keidi Bare,0,0,0,0,0,0,74,DMC,h,0,0,17193,La liga,2021-09-22,2021-2022
Manuel Morlanes,0,0.05000223219394684,1,0,0,0,66,DMC,h,0,0,17193,La liga,2021-09-22,2021-2022
Adrián Embarba,0,0,0,0,0.10371831059455872,2,90,AMR,h,0,0,17193,La liga,2021-09-22,2021-2022
Sergi Darder,0,0.10263609141111374,1,0,0.03905904293060303,1,88,AMC,h,0,0,17193,La liga,2021-09-22,2021-2022
Nicolás Melamed,0,0,0,0,0,0,66,AML,h,0,0,17193,La liga,2021-09-22,2021-2022
Raúl de Tomás,1,0.8800621628761292,4,0,0.05000223219394684,1,75,FW,h,0,0,17193,La liga,2021-09-22,2021-2022
Landry Dimata,0,0,0,0,0,0,15,Sub,h,0,0,17193,La liga,2021-09-22,2021-2022
Fran Mérida,0,0.11059276014566422,2,0,0.11425773054361343,1,24,Sub,h,0,0,17193,La liga,2021-09-22,2021-2022
Wu Lei,0,0.3637707233428955,1,0,0,0,24,Sub,h,0,0,17193,La liga,2021-09-22,2021-2022
David López,0,0,0,0,0,0,16,Sub,h,0,0,17193,La liga,2021-09-22,2021-2022
Óscar Melendo,0,0,0,0,0.3637707233428955,1,2,Sub,h,0,0,17193,La liga,2021-09-22,2021-2022
Fernando Pacheco,0,0,0,0,0,0,90,GK,a,0,0,17193,La liga,2021-09-22,2021-2022
Martín Aguirregabiria,0,0.07048113644123077,1,0,0,0,86,DR,a,0,0,17193,La liga,2021-09-22,2021-2022
Alberto Rodríguez,0,0,0,0,0,0,86,DC,a,0,0,17193,La liga,2021-09-22,2021-2022
Víctor Laguardia,0,0,0,0,0,0,90,DC,a,0,0,17193,La liga,2021-09-22,2021-2022
Rubén Duarte,0,0.04035167396068573,1,0,0,0,90,DL,a,1,0,17193,La liga,2021-09-22,2021-2022
Luis Rioja,0,0.05554904416203499,1,0,0,0,90,MR,a,0,0,17193,La liga,2021-09-22,2021-2022
Tomás Pina,0,0.03254197165369987,1,0,0,0,72,MC,a,0,0,17193,La liga,2021-09-22,2021-2022
Mamadou Loum,0,0,0,0,0,0,90,MC,a,0,0,17193,La liga,2021-09-22,2021-2022
Manu García,0,0,0,0,0.0728936418890953,2,86,ML,a,0,0,17193,La liga,2021-09-22,2021-2022
John Guidetti,0,0.04625566676259041,1,0,0.01759913377463817,1,60,FW,a,0,0,17193,La liga,2021-09-22,2021-2022
Joselu,0,0.01759913377463817,1,0,0.14310981333255768,2,90,FW,a,0,0,17193,La liga,2021-09-22,2021-2022
Matt Miazga,0,0.06642258167266846,1,0,0,0,4,Sub,a,0,0,17193,La liga,2021-09-22,2021-2022
Mamadou Sylla,0,0,0,0,0,0,30,Sub,a,0,0,17193,La liga,2021-09-22,2021-2022
Facundo Pellistri,0,0,0,0,0,0,18,Sub,a,0,0,17193,La liga,2021-09-22,2021-2022
Antonio Moya,0,0,0,0,0.06642258167266846,1,4,Sub,a,0,0,17193,La liga,2021-09-22,2021-2022
Miguel De la Fuente,0,0.09685414284467696,1,0,0,0,4,Sub,a,0,0,17193,La liga,2021-09-22,2021-2022
Thibaut Courtois,0,0,0,0,0,0,90,GK,h,0,0,17190,La liga,2021-09-22,2021-2022
Nacho,0,0.01785816065967083,1,0,0.06507871299982071,1,81,DR,h,1,0,17190,La liga,2021-09-22,2021-2022
David Alaba,0,0,0,1,0.13210561871528623,1,90,DC,h,0,0,17190,La liga,2021-09-22,2021-2022
Eder Militão,0,0,0,0,0,0,90,DC,h,0,0,17190,La liga,2021-09-22,2021-2022
Miguel Gutiérrez,0,0,0,0,0,0,90,DL,h,0,0,17190,La liga,2021-09-22,2021-2022
Eduardo Camavinga,0,0,0,0,0,0,61,MC,h,0,0,17190,La liga,2021-09-22,2021-2022
Marco Asensio,3,1.1687192916870115,5,0,0.2097620666027069,2,73,MC,h,0,0,17190,La liga,2021-09-22,2021-2022
Federico Valverde,0,0,0,0,0.04133908078074455,1,90,MC,h,0,0,17190,La liga,2021-09-22,2021-2022
Rodrygo,0,0.06507871299982071,1,0,0,0,73,FWR,h,1,0,17190,La liga,2021-09-22,2021-2022
Karim Benzema,2,0.315327525138855,4,2,0.8036920428276062,5,81,FW,h,0,0,17190,La liga,2021-09-22,2021-2022
Vinícius Júnior,0,0.4771937429904938,4,1,0.22715701162815097,3,90,FWL,h,0,0,17190,La liga,2021-09-22,2021-2022
Luka Jovic,0,0.18830673396587372,2,0,0,0,9,Sub,h,0,0,17190,La liga,2021-09-22,2021-2022
Isco,1,0.14212071895599365,1,0,0.12926262617111206,1,17,Sub,h,0,0,17190,La liga,2021-09-22,2021-2022
Sergio Santos,0,0,0,0,0.121128611266613,1,9,Sub,h,0,0,17190,La liga,2021-09-22,2021-2022
Lucas Vázquez,0,0,0,0,0,0,17,Sub,h,0,0,17190,La liga,2021-09-22,2021-2022
Antonio Blanco,0,0,0,0,0,0,29,Sub,h,0,0,17190,La liga,2021-09-22,2021-2022
Manolo Reina,0,0,0,0,0,0,90,GK,a,0,0,17190,La liga,2021-09-22,2021-2022
Joan Sastre,0,0,0,0,0,0,90,DR,a,0,0,17190,La liga,2021-09-22,2021-2022
Martin Valjent,0,0,0,0,0.05048057064414024,1,90,DC,a,0,0,17190,La liga,2021-09-22,2021-2022
Josep Gayá,0,0,0,0,0,0,60,DC,a,0,0,17190,La liga,2021-09-22,2021-2022
Brian Oliván,0,0.02246579527854919,1,0,0.05503145232796669,2,90,DL,a,0,0,17190,La liga,2021-09-22,2021-2022
Rodrigo Battaglia,0,0,0,0,0,0,90,DMC,a,0,0,17190,La liga,2021-09-22,2021-2022
Aleix Febas,0,0,0,0,0.09217818081378935,1,60,DMC,a,0,0,17190,La liga,2021-09-22,2021-2022
Takefusa Kubo,0,0.08000143617391586,2,0,0,0,47,AMR,a,0,0,17190,La liga,2021-09-22,2021-2022
Lee Kang-In,1,0.10348328948020936,2,0,0.19146715104579928,5,90,AMC,a,0,0,17190,La liga,2021-09-22,2021-2022
Lago Junior,0,0.6186957359313965,5,0,0,0,77,AML,a,0,0,17190,La liga,2021-09-22,2021-2022
Matthew Hoppe,0,0.04471639543771744,1,1,0.08595062792301178,1,60,FW,a,0,0,17190,La liga,2021-09-22,2021-2022
Abdón Prats,0,0.03331878781318664,2,0,0.21227781474590304,1,30,Sub,a,0,0,17190,La liga,2021-09-22,2021-2022
Iddrisu Baba,0,0.07668732106685638,3,0,0,0,43,Sub,a,1,0,17190,La liga,2021-09-22,2021-2022
Jaume Costa,0,0,0,0,0,0,30,Sub,a,0,0,17190,La liga,2021-09-22,2021-2022
Jordi Mboula,0,0,0,0,0,0,13,Sub,a,0,0,17190,La liga,2021-09-22,2021-2022
Antonio Sánchez,0,0.21227781474590304,1,0,0.03296448290348053,2,30,Sub,a,0,0,17190,La liga,2021-09-22,2021-2022
Bono,0,0,0,0,0,0,90,GK,h,0,0,17189,La liga,2021-09-22,2021-2022
Gonzalo Montiel,0,0,0,0,0,0,57,DR,h,1,0,17189,La liga,2021-09-22,2021-2022
Diego Carlos,0,0.1128471866250038,1,0,0,0,90,DC,h,0,0,17189,La liga,2021-09-22,2021-2022
Jules Koundé,0,0,0,0,0,0,90,DC,h,0,0,17189,La liga,2021-09-22,2021-2022
Karim Rekik,0,0,0,0,0.02216815017163753,1,90,DL,h,0,0,17189,La liga,2021-09-22,2021-2022
Fernando,0,0,0,1,0.05504730716347694,1,78,MC,h,0,0,17189,La liga,2021-09-22,2021-2022
Joan Jordán,0,0,0,0,0.1128471866250038,1,57,MC,h,1,0,17189,La liga,2021-09-22,2021-2022
Alejandro Gomez,1,0.5382596850395203,2,0,0,0,90,MC,h,0,0,17189,La liga,2021-09-22,2021-2022
Erik Lamela,0,0.07618876546621323,1,1,0.47241446375846863,4,90,FWR,h,1,0,17189,La liga,2021-09-22,2021-2022
Rafa Mir,1,0.08529104292392731,2,0,0,0,57,FW,h,1,0,17189,La liga,2021-09-22,2021-2022
Lucas Ocampos,0,0.02216815017163753,1,0,0.07618876546621323,1,70,FWL,h,0,0,17189,La liga,2021-09-22,2021-2022
Thomas Delaney,0,0,0,0,0,0,20,Sub,h,0,0,17189,La liga,2021-09-22,2021-2022
Jesús Navas,0,0.05343965068459511,1,0,0.4487297534942627,1,33,Sub,h,0,0,17189,La liga,2021-09-22,2021-2022
Youssef En-Nesyri,0,0.2992011308670044,1,0,0,0,33,Sub,h,0,0,17189,La liga,2021-09-22,2021-2022
Ivan Rakitic,0,0.01968885771930217,1,0,0,0,33,Sub,h,0,0,17189,La liga,2021-09-22,2021-2022
Nemanja Gudelj,0,0,0,0,0,0,12,Sub,h,1,0,17189,La liga,2021-09-22,2021-2022
Giorgi Mamardashvili,0,0,0,0,0,0,90,GK,a,0,0,17189,La liga,2021-09-22,2021-2022
Dimitri Foulquier,0,0.05994457378983497,1,0,0.01805871538817882,1,90,DR,a,0,0,17189,La liga,2021-09-22,2021-2022
Gabriel,0,0,0,0,0,0,90,DC,a,0,0,17189,La liga,2021-09-22,2021-2022
Omar Alderete,0,0,0,0,0,0,47,DC,a,1,0,17189,La liga,2021-09-22,2021-2022
Toni Lato,0,0,0,0,0,0,90,DL,a,1,0,17189,La liga,2021-09-22,2021-2022
Jason,0,0,0,0,0.06223957240581512,1,47,MR,a,0,0,17189,La liga,2021-09-22,2021-2022
Daniel Wass,0,0,0,0,0,0,68,MC,a,0,0,17189,La liga,2021-09-22,2021-2022
Hugo Guillamón,0,0,0,0,0.0727362111210823,1,90,MC,a,0,0,17189,La liga,2021-09-22,2021-2022
Hugo Duro,1,0.2218930572271347,3,0,0,0,81,ML,a,0,0,17189,La liga,2021-09-22,2021-2022
Gonçalo Guedes,0,0,0,0,0.01188830193132162,1,68,FW,a,0,0,17189,La liga,2021-09-22,2021-2022
Maxi Gómez,0,0.13497579097747803,2,0,0.08326544612646103,1,90,FW,a,0,0,17189,La liga,2021-09-22,2021-2022
Mouctar Diakhaby,0,0.01188830193132162,1,0,0,0,43,Sub,a,1,0,17189,La liga,2021-09-22,2021-2022
Yunus Musah,0,0,0,0,0.05994457378983497,1,43,Sub,a,0,0,17189,La liga,2021-09-22,2021-2022
Koba Koindredi,0,0,0,0,0,0,22,Sub,a,0,0,17189,La liga,2021-09-22,2021-2022
Marcos de Sousa,0,0.01805871538817882,1,0,0,0,22,Sub,a,0,0,17189,La liga,2021-09-22,2021-2022
Manu Vallejo,0,0,0,0,0,0,9,Sub,a,0,0,17189,La liga,2021-09-22,2021-2022
Sergio Asenjo,0,0,0,0,0,0,90,GK,h,0,0,17188,La liga,2021-09-22,2021-2022
Mario,0,0,0,0,0,0,90,DR,h,0,0,17188,La liga,2021-09-22,2021-2022
Aissa Mandi,0,0.44908198714256287,1,0,0.02078583650290966,1,90,DC,h,0,0,17188,La liga,2021-09-22,2021-2022
Pau Torres,0,0.09624454379081726,1,0,0,0,90,DC,h,0,0,17188,La liga,2021-09-22,2021-2022
Alfonso,0,0,0,0,0,0,49,DL,h,1,0,17188,La liga,2021-09-22,2021-2022
Daniel Parejo,0,0,0,0,0.1609167754650116,2,90,MC,h,0,0,17188,La liga,2021-09-22,2021-2022
Manu Trigueros,1,0.06636621057987213,1,0,0.08784989267587662,1,78,MC,h,0,0,17188,La liga,2021-09-22,2021-2022
Etienne Capoue,0,0.02078583650290966,1,0,0,0,90,MC,h,0,0,17188,La liga,2021-09-22,2021-2022
Yeremi Pino,1,0.7724174857139587,1,1,0.06636621057987213,1,56,FWR,h,0,0,17188,La liga,2021-09-22,2021-2022
Paco Alcácer,0,0,0,1,0.8999346494674683,2,78,FW,h,0,0,17188,La liga,2021-09-22,2021-2022
Arnaut Danjuma Groeneveld,1,0.9140836596488952,4,0,0,0,89,FWL,h,0,0,17188,La liga,2021-09-22,2021-2022
Francis Coquelin,0,0,0,0,0.15305805206298828,2,12,Sub,h,0,0,17188,La liga,2021-09-22,2021-2022
Alberto Moreno,1,0.30314722657203674,1,0,0,0,1,Sub,h,0,0,17188,La liga,2021-09-22,2021-2022
Boulaye Dia,0,0.15305805206298828,2,1,0.30314722657203674,1,12,Sub,h,0,0,17188,La liga,2021-09-22,2021-2022
Estupiñán,0,0.07977446168661118,2,0,0,0,41,Sub,h,0,0,17188,La liga,2021-09-22,2021-2022
Moi Gómez,0,0,0,0,0.09951549023389816,1,34,Sub,h,0,0,17188,La liga,2021-09-22,2021-2022
Kiko Casilla,0,0,0,0,0,0,90,GK,a,0,0,17188,La liga,2021-09-22,2021-2022
Antonio Barragán,0,0,0,0,0,0,85,DC,a,0,0,17188,La liga,2021-09-22,2021-2022
Diego González,0,0.01670530997216701,1,0,0,0,90,DC,a,1,0,17188,La liga,2021-09-22,2021-2022
Enzo Roco,0,0,0,0,0,0,90,DC,a,0,0,17188,La liga,2021-09-22,2021-2022
Josan,0,0.07042224705219269,1,1,0.17611896991729736,2,90,DMR,a,0,0,17188,La liga,2021-09-22,2021-2022
Johan Mojica,1,0.17611896991729736,2,0,0,0,90,DML,a,0,0,17188,La liga,2021-09-22,2021-2022
Gerard Gumbau,0,0,0,0,0,0,67,MC,a,0,0,17188,La liga,2021-09-22,2021-2022
Iván Marcone,0,0,0,0,0,0,67,MC,a,0,0,17188,La liga,2021-09-22,2021-2022
Fidel,0,0,0,0,0.2889880836009979,2,67,MC,a,1,0,17188,La liga,2021-09-22,2021-2022
Guido Carrillo,0,0.5423939824104309,2,0,0.07042224705219269,1,90,FW,a,0,0,17188,La liga,2021-09-22,2021-2022
Lucas Pérez,0,0.27228274941444397,1,0,0,0,72,FW,a,0,0,17188,La liga,2021-09-22,2021-2022
Javier Pastore,0,0.01300591137260198,1,0,0.0052241520024836,1,23,Sub,a,0,0,17188,La liga,2021-09-22,2021-2022
Raúl Guti,0,0,0,0,0,0,23,Sub,a,0,0,17188,La liga,2021-09-22,2021-2022
Darío Benedetto,0,0.0052241520024836,1,0,0.04916604235768318,1,18,Sub,a,0,0,17188,La liga,2021-09-22,2021-2022
Pere Milla,0,0,0,0,0,0,5,Sub,a,0,0,17188,La liga,2021-09-22,2021-2022
Omar Mascarell,0,0,0,0,0,0,23,Sub,a,0,0,17188,La liga,2021-09-22,2021-2022
Jeroen Zoet,0,0,0,0,0,0,90,GK,h,0,0,16804,Serie A,2021-09-22,2021-2022
Kelvin Adou,0,0.08757343143224716,2,0,0,0,90,DR,h,0,0,16804,Serie A,2021-09-22,2021-2022
Petko Hristov,0,0,0,0,0,0,90,DC,h,0,0,16804,Serie A,2021-09-22,2021-2022
Dimitris Nikolaou,0,0,0,0,0,0,90,DC,h,1,0,16804,Serie A,2021-09-22,2021-2022
Simone Bastoni,0,0,0,0,0.5206006765365601,3,90,DL,h,0,0,16804,Serie A,2021-09-22,2021-2022
Mehdi Bourabia,0,0,0,0,0.03695732355117798,1,77,DMC,h,0,0,16804,Serie A,2021-09-22,2021-2022
Salvador Ferrer,0,0,0,0,0,0,90,DMC,h,0,0,16804,Serie A,2021-09-22,2021-2022
Daniele Verde,0,0.03695732355117798,1,0,0.02726002782583236,1,77,AMR,h,0,0,16804,Serie A,2021-09-22,2021-2022
Giulio Maggiore,0,0.2754458487033844,3,1,0.11654332280158997,1,85,AMC,h,0,0,16804,Serie A,2021-09-22,2021-2022
Emmanuel Gyasi,1,0.13102233409881592,2,0,0.00700225867331028,1,90,AML,h,0,0,16804,Serie A,2021-09-22,2021-2022
Janis Antiste,1,0.5051448345184326,2,0,0,0,77,FW,h,0,0,16804,Serie A,2021-09-22,2021-2022
Jacopo Sala,0,0,0,0,0.26844358444213867,2,13,Sub,h,0,0,16804,Serie A,2021-09-22,2021-2022
Rey Manaj,0,0,0,0,0,0,13,Sub,h,0,0,16804,Serie A,2021-09-22,2021-2022
Eddie Salcedo,0,0,0,0,0,0,5,Sub,h,0,0,16804,Serie A,2021-09-22,2021-2022
M&#039;Bala Nzola,0,0,0,0,0,0,13,Sub,h,1,0,16804,Serie A,2021-09-22,2021-2022
Wojciech Szczesny,0,0,0,0,0,0,90,GK,a,0,0,16804,Serie A,2021-09-22,2021-2022
Danilo,0,0,0,0,0,0,90,DR,a,0,0,16804,Serie A,2021-09-22,2021-2022
Matthijs de Ligt,1,0.5579521656036377,2,0,0,0,90,DC,a,0,0,16804,Serie A,2021-09-22,2021-2022
Leonardo Bonucci,0,0.5292125940322876,2,1,0.09077145159244536,1,90,DC,a,0,0,16804,Serie A,2021-09-22,2021-2022
Mattia De Sciglio,0,0,0,0,0.11951995640993118,2,46,DL,a,0,0,16804,Serie A,2021-09-22,2021-2022
Federico Chiesa,1,0.4838056564331054,4,0,0.4236058294773102,8,84,MR,a,0,0,16804,Serie A,2021-09-22,2021-2022
Weston McKennie,0,0.22356897592544556,3,0,0.03124992921948433,1,90,MC,a,0,0,16804,Serie A,2021-09-22,2021-2022
Rodrigo Bentancur,0,0,0,0,0,0,46,MC,a,0,0,16804,Serie A,2021-09-22,2021-2022
Adrien Rabiot,0,0.13374076783657074,4,1,0.04064549133181572,1,67,ML,a,0,0,16804,Serie A,2021-09-22,2021-2022
Paulo Dybala,0,0.23132148385047913,6,0,0.10804084688425064,1,90,FW,a,0,0,16804,Serie A,2021-09-22,2021-2022
Moise Kean,1,0.28967368602752686,3,0,0.03066726587712764,1,59,FW,a,0,0,16804,Serie A,2021-09-22,2021-2022
Federico Bernardeschi,0,0,0,0,0,0,23,Sub,a,0,0,16804,Serie A,2021-09-22,2021-2022
Dejan Kulusevski,0,0,0,0,0,0,6,Sub,a,0,0,16804,Serie A,2021-09-22,2021-2022
Manuel Locatelli,0,0,0,0,0.02669454738497734,1,44,Sub,a,0,0,16804,Serie A,2021-09-22,2021-2022
Alex Sandro,0,0,0,0,0.04843995720148086,2,44,Sub,a,0,0,16804,Serie A,2021-09-22,2021-2022
Álvaro Morata,0,0.11113378405570984,2,1,0.9339318871498108,3,31,Sub,a,1,0,16804,Serie A,2021-09-22,2021-2022
Vid Belec,0,0,0,0,0,0,90,GK,h,0,0,16802,Serie A,2021-09-22,2021-2022
Norbert Gyömbér,0,0,0,0,0,0,90,DC,h,0,0,16802,Serie A,2021-09-22,2021-2022
Riccardo Gagliolo,0,0.1653425395488739,3,1,0.4599311053752899,1,90,DC,h,1,0,16802,Serie A,2021-09-22,2021-2022
Stefan Strandberg,0,0,0,0,0,0,90,DC,h,0,0,16802,Serie A,2021-09-22,2021-2022
Wajdi Kechrida,0,0.05598611757159233,1,0,0.02596841938793659,1,90,MR,h,0,0,16802,Serie A,2021-09-22,2021-2022
Lassana Coulibaly,0,0,0,0,0,0,90,MC,h,1,0,16802,Serie A,2021-09-22,2021-2022
Mamadou Coulibaly,1,0.4599311053752899,1,0,0.05528822541236877,1,90,MC,h,0,0,16802,Serie A,2021-09-22,2021-2022
Luca Ranieri,0,0.04763363674283027,2,0,0.723838746547699,2,90,ML,h,0,0,16802,Serie A,2021-09-22,2021-2022
Franck Ribéry,0,0,0,0,0.7277476191520691,5,90,AMC,h,0,0,16802,Serie A,2021-09-22,2021-2022
Cedric Gondo,1,0.5155096054077148,2,0,0,0,76,FW,h,0,0,16802,Serie A,2021-09-22,2021-2022
Simy,0,0.6705250144004822,4,0,0.06596487760543823,1,60,FW,h,0,0,16802,Serie A,2021-09-22,2021-2022
Federico Bonazzoli,0,0,0,0,0,0,14,Sub,h,0,0,16802,Serie A,2021-09-22,2021-2022
Milan Djuric,0,0.7944477796554565,2,0,0,0,30,Sub,h,0,0,16802,Serie A,2021-09-22,2021-2022
Francesco Di Tacchio,0,0,0,0,0,0,1,Sub,h,0,0,16802,Serie A,2021-09-22,2021-2022
Grigoris Kastanos,0,0,0,0,0.12104102969169615,1,1,Sub,h,0,0,16802,Serie A,2021-09-22,2021-2022
Nadir Zortea,0,0,0,0,0,0,1,Sub,h,0,0,16802,Serie A,2021-09-22,2021-2022
Lorenzo Montipò,0,0,0,0,0,0,90,GK,a,0,0,16802,Serie A,2021-09-22,2021-2022
Pawel Dawidowicz,0,0.05237738415598869,1,0,0,0,90,DC,a,1,0,16802,Serie A,2021-09-22,2021-2022
Koray Günter,0,0.03023188561201095,1,0,0,0,90,DC,a,0,0,16802,Serie A,2021-09-22,2021-2022
Giangiacomo Magnani,0,0,0,0,0,0,48,DC,a,1,0,16802,Serie A,2021-09-22,2021-2022
Marco Faraoni,0,0.06113779172301292,1,0,0,0,90,DMR,a,0,0,16802,Serie A,2021-09-22,2021-2022
Darko Lazovic,0,0.20058424770832065,2,0,0,0,90,DML,a,0,0,16802,Serie A,2021-09-22,2021-2022
Martin Hongla,0,0,0,0,0.06518206745386124,1,90,MC,a,0,0,16802,Serie A,2021-09-22,2021-2022
Ivan Ilic,0,0,0,1,0.4465551674365998,1,48,MC,a,0,0,16802,Serie A,2021-09-22,2021-2022
Gianluca Caprari,0,0,0,1,0.9284719824790956,2,68,AMC,a,0,0,16802,Serie A,2021-09-22,2021-2022
Antonin Barak,0,0.303178608417511,2,0,0.15285615622997284,2,90,AMC,a,0,0,16802,Serie A,2021-09-22,2021-2022
Nikola Kalinic,2,1.4143681526184082,3,0,0.22850137948989868,1,58,FW,a,1,0,16802,Serie A,2021-09-22,2021-2022
Adrien Tameze,0,0,0,0,0,0,42,Sub,a,0,0,16802,Serie A,2021-09-22,2021-2022
Nicolò Casale,0,0,0,0,0,0,42,Sub,a,0,0,16802,Serie A,2021-09-22,2021-2022
Daniel Bessa,0,0,0,0,0,0,22,Sub,a,0,0,16802,Serie A,2021-09-22,2021-2022
Giovanni Simeone,0,0,0,0,0.13540218770503998,1,32,Sub,a,0,0,16802,Serie A,2021-09-22,2021-2022
Yildirim Mert Cetin,0,0,0,0,0,0,1,Sub,a,0,0,16802,Serie A,2021-09-22,2021-2022
Mike Maignan,0,0,0,0,0,0,90,GK,h,0,0,16800,Serie A,2021-09-22,2021-2022
Pierre Kalulu Kyatengwa,0,0.06405334174633026,1,0,0.08499651402235031,2,90,DR,h,0,0,16800,Serie A,2021-09-22,2021-2022
Alessio Romagnoli,0,0,0,0,0,0,90,DC,h,0,0,16800,Serie A,2021-09-22,2021-2022
Matteo Gabbia,0,0,0,0,0,0,59,DC,h,0,0,16800,Serie A,2021-09-22,2021-2022
Fode Toure,0,0,0,0,0.08315898478031158,2,59,DL,h,0,0,16800,Serie A,2021-09-22,2021-2022
Sandro Tonali,0,0.09695954620838164,2,0,0.4585078954696655,1,90,DMC,h,0,0,16800,Serie A,2021-09-22,2021-2022
Ismael Bennacer,0,0.07055516541004181,2,0,0,1,90,DMC,h,0,0,16800,Serie A,2021-09-22,2021-2022
Alessandro Florenzi,0,0.09526660293340684,2,0,0,0,59,AMR,h,0,0,16800,Serie A,2021-09-22,2021-2022
Brahim Diaz,1,0.8674423694610596,2,0,0.06336191296577454,1,81,AMC,h,0,0,16800,Serie A,2021-09-22,2021-2022
Rafael Leão,0,0.03215844929218292,1,0,0.04242853447794914,1,90,AML,h,0,0,16800,Serie A,2021-09-22,2021-2022
Ante Rebic,0,0.5080692172050476,2,0,0.17527511715888977,2,74,FW,h,0,0,16800,Serie A,2021-09-22,2021-2022
Theo Hernández,1,0.3604541718959808,2,1,0.7562205791473389,1,31,Sub,h,0,0,16800,Serie A,2021-09-22,2021-2022
Franck Kessié,0,0,0,0,0,0,9,Sub,h,0,0,16800,Serie A,2021-09-22,2021-2022
Pietro Pellegri,0,0,0,0,0.01913280971348285,1,16,Sub,h,0,0,16800,Serie A,2021-09-22,2021-2022
Alexis Saelemaekers,0,0.01913280971348285,1,1,0.28187617659568787,1,31,Sub,h,0,0,16800,Serie A,2021-09-22,2021-2022
Fikayo Tomori,0,0,0,0,0,0,31,Sub,h,0,0,16800,Serie A,2021-09-22,2021-2022
Niki Mäenpää,0,0,0,0,0,0,90,GK,a,0,0,16800,Serie A,2021-09-22,2021-2022
Tyronne Ebuehi,0,0,0,0,0.04901454225182533,1,74,DR,a,0,0,16800,Serie A,2021-09-22,2021-2022
Mattia Caldara,0,0,0,0,0,0,90,DC,a,1,0,16800,Serie A,2021-09-22,2021-2022
Pietro Ceccaroni,0,0,0,0,0,0,90,DC,a,0,0,16800,Serie A,2021-09-22,2021-2022
Cristian Molinaro,0,0,0,0,0,0,90,DL,a,0,0,16800,Serie A,2021-09-22,2021-2022
Gianluca Busio,0,0,0,0,0,0,90,MC,a,0,0,16800,Serie A,2021-09-22,2021-2022
Dor Peretz,0,0.34675148129463196,1,0,0,0,53,MC,a,0,0,16800,Serie A,2021-09-22,2021-2022
Antonio Vacca,0,0.01391178835183382,1,0,0,0,81,MC,a,0,0,16800,Serie A,2021-09-22,2021-2022
Mattia Aramu,0,0.09315121173858644,3,0,0.09319468587636948,2,90,FWR,a,0,0,16800,Serie A,2021-09-22,2021-2022
Francesco Forte,0,0.0751480981707573,1,0,0.3612760901451111,2,53,FW,a,1,0,16800,Serie A,2021-09-22,2021-2022
Dennis Johnsen,0,0.01804658398032188,1,0,0,0,74,FWL,a,0,0,16800,Serie A,2021-09-22,2021-2022
